,subcategory ,pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category
41,6,5092,2601,7,2,3,4617,24,901,3,95,6,3443,1635,2789,0,0,0,0,0,3,0,74,0,27,22,0,1,0
42,5,571,558,0,2,3,1908,20,562,1,9,7,549,671,54,54,0,54,54,54,0,1,0,1,2443,0,0,1,2
43,5,414,408,0,2,3,1908,20,385,1,9,7,402,514,201,201,0,201,201,201,0,1,0,1,2267,0,0,1,2
44,5,317,315,0,2,3,1908,20,768,1,9,7,308,417,166,166,0,166,166,166,0,1,0,1,2309,0,0,1,2
45,1,4589,4945,0,2,3,3591,20,900,9,322,7,4483,571,1566,1796,574,1781,1273,1541,5,4,268,81,1273,1180,813,1,0
46,3,1636,1547,0,3,3,2285,148,697,1,15,0,1553,2600,389,407,0,427,456,421,0,1,9,4,1976,0,0,0,1
47,7,6435,3914,0,3,0,739,25,901,9,92,3,3703,417,2212,2001,1104,2484,0,2044,9,0,71,0,379,563,0,1,0
48,1,4260,4626,0,2,2,3871,20,900,7,206,7,4237,249,1469,789,321,905,109,913,4,3,201,78,1024,929,570,1,0
49,1,4409,4765,0,2,0,3288,25,900,9,672,7,4957,391,2639,1445,712,1602,0,1582,5,4,357,110,277,106,279,1,0
50,1,4503,4859,0,2,3,3504,20,900,9,267,7,4400,485,1673,1875,967,1909,805,1776,5,4,207,81,1185,1093,903,1,0
51,6,5400,2909,6,2,0,264,20,901,8,104,7,3154,1943,2742,1207,111,1472,1010,1220,5,3,86,12,108,31,15,1,0
52,4,2302,2058,0,2,3,3079,20,539,1,9,7,2054,461,149,149,0,149,149,149,0,1,0,1,2327,0,0,1,2
53,1,4131,4487,0,2,1,3648,25,900,7,518,7,4311,110,1758,659,155,686,302,679,4,3,191,108,887,792,445,1,0
54,3,1308,1219,0,3,2,3127,148,697,1,15,0,1225,2817,390,408,0,428,457,422,0,1,9,4,1975,0,0,0,1
55,4,2392,2118,0,2,3,3079,20,695,1,9,7,2116,551,84,84,0,84,84,84,0,1,0,1,2401,0,0,1,2
56,2,3138,5712,6,2,2,2311,24,609,17,779,7,6038,234,2834,829,133,927,666,812,11,8,518,73,24,17,10,1,3
57,4,2232,2015,0,2,3,3079,20,435,1,9,7,2009,391,132,132,0,132,132,132,0,1,0,1,2346,0,0,1,2
58,7,6137,3644,0,3,0,419,25,901,9,92,3,3572,119,2335,2037,1138,2581,0,2169,9,0,71,0,368,552,0,1,0
59,3,1254,1165,0,3,11,52,19,216,5,338,3,1247,1117,2873,132,53,290,17,223,5,0,452,0,9,13,0,0,1
60,6,5230,2739,7,2,1,1282,22,901,2,70,6,2593,1773,2431,0,0,0,0,0,2,0,63,0,33,28,0,1,0
61,7,6195,3698,0,3,0,481,25,901,9,92,3,3597,177,2256,2096,1192,2727,0,2038,9,0,71,0,377,561,0,1,0
62,5,142,147,0,2,3,1908,20,874,1,9,7,136,242,78,78,0,78,78,78,0,1,0,1,2409,0,0,1,2
63,7,6769,4212,0,3,0,1579,25,901,9,92,3,3910,751,2314,2093,1186,2718,0,2062,9,0,71,0,370,554,0,1,0
64,1,4472,4828,0,2,3,3473,20,900,9,348,7,4370,454,1704,1913,1028,1965,707,1831,5,4,301,81,1154,1062,975,1,0
65,2,3438,6012,0,2,5,4309,17,600,1,11,7,5649,581,165,165,0,165,165,165,0,1,2,1,2311,0,0,1,3
66,7,6325,3814,0,3,0,619,25,901,9,92,3,3654,307,2290,2068,1166,2647,0,2147,9,0,71,0,372,556,0,1,0
67,4,2228,2012,0,2,3,3079,20,493,1,9,7,2006,387,131,131,0,131,131,131,0,1,0,1,2347,0,0,1,2
68,1,4802,5158,0,2,1,3797,25,900,7,638,7,4845,784,2090,2258,1394,2264,148,2346,4,3,344,108,460,240,111,1,0
69,6,5065,2574,7,2,3,4579,24,901,4,97,7,3418,1608,2792,587,277,863,0,872,3,1,74,1,35,22,0,1,0
70,2,3658,6232,0,2,5,4389,17,600,1,11,7,5870,83,135,135,0,135,135,135,0,1,2,1,2342,0,0,1,3
71,6,5223,2732,7,2,1,1264,22,901,2,70,6,2586,1766,2433,0,0,0,0,0,2,0,63,0,33,28,0,1,0
72,1,4203,4569,0,2,3,3426,20,900,7,211,7,4179,192,1389,2353,1476,2355,0,2456,4,3,206,78,1093,998,744,1,0
73,2,3070,5643,0,2,3,1142,20,372,26,743,2,5298,163,1008,2365,0,2054,1362,1983,13,15,460,130,1687,1348,1126,1,3
74,7,6781,4223,0,3,0,1714,25,901,9,92,3,3918,763,2357,2103,1196,2748,0,2065,9,0,71,0,368,552,0,1,0
75,3,1515,1427,0,3,5,223,33,697,1,135,0,1430,1389,772,1248,0,1209,1068,1210,0,1,7,103,1514,0,0,0,1
76,4,2607,2268,0,2,3,3079,20,454,1,9,7,2280,766,74,74,0,74,74,74,0,1,0,1,2415,0,0,1,2
77,4,2866,2440,0,2,3,3079,20,488,1,9,7,2456,1025,74,74,0,74,74,74,0,1,0,1,2415,0,0,1,2
78,1,4667,5023,0,2,1,3728,25,900,7,453,7,4777,649,2158,2188,1321,2192,120,2271,4,3,98,108,393,172,43,1,0
79,4,2254,2027,0,2,3,3079,20,571,1,9,7,2026,413,26,26,0,26,26,26,0,1,0,1,2480,0,0,1,2
80,3,1267,1179,0,3,3,2301,130,699,0,0,3,1182,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,2,3088,5661,0,2,3,1159,20,372,25,739,7,5309,181,978,2293,0,1982,1332,1910,13,14,457,127,1726,1386,1159,1,3
82,5,795,773,0,2,3,1908,20,133,1,9,7,770,895,58,58,0,58,58,58,0,1,0,1,2437,0,0,1,2
83,2,3728,6301,0,2,5,2866,18,600,1,11,7,5939,175,171,171,0,171,171,171,0,1,2,1,2303,0,0,1,3
84,3,1017,936,0,3,3,4595,132,144,0,2,3,940,1281,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
85,6,5803,3312,7,2,2,2641,25,901,6,124,6,3315,2346,2764,0,0,0,0,0,6,0,424,0,104,34,0,1,0
86,5,977,908,0,2,3,1908,20,305,1,9,7,905,1056,19,19,0,19,19,19,0,1,0,1,2488,0,0,1,2
87,3,1083,994,0,3,0,3045,130,699,0,3,3,998,2686,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1
88,0,4021,5487,0,2,3,2037,20,372,5,66,7,5119,136,467,485,0,505,535,499,2,3,50,20,2094,1547,1337,1,3
89,5,634,619,0,2,3,1908,20,737,1,9,7,611,734,33,33,0,33,33,33,0,1,0,1,2472,0,0,1,2
90,3,1768,1679,0,3,11,923,26,697,1,15,3,1682,2750,1189,0,0,0,0,0,1,0,41,0,194,358,0,0,1
91,5,229,230,0,2,3,1908,20,430,1,9,7,221,329,17,17,0,17,17,17,0,1,0,1,2490,0,0,1,2
92,3,1354,1265,0,3,5,124,37,697,1,115,0,1272,1141,735,1164,0,1141,1030,1133,0,1,13,90,1553,0,0,0,1
93,0,3932,5397,0,2,3,1930,20,372,5,66,7,5031,43,700,1087,0,932,886,939,2,3,50,20,1840,1468,1224,1,3
94,4,2444,2154,0,2,3,3079,20,724,1,9,7,2160,603,238,238,0,240,238,239,0,1,0,1,2229,0,0,1,2
95,5,895,851,0,2,5,107,18,533,1,9,7,842,31,0,12,9,24,0,24,1,0,30,0,0,0,0,1,2
96,1,4993,5349,0,2,3,3712,20,900,9,248,7,4719,975,1824,1634,866,1798,0,1834,5,4,186,81,823,670,322,1,0
97,1,4078,4434,0,2,0,3183,25,900,7,557,7,4114,55,1522,1610,790,1591,128,1573,4,3,244,108,976,881,727,1,0
98,7,6100,3608,0,3,0,380,25,901,9,92,3,3557,82,2347,1987,1090,2443,0,2029,9,0,71,0,368,552,0,1,0
99,2,3232,5805,0,2,5,4195,17,600,1,11,7,5442,332,114,114,0,114,114,114,0,1,2,1,2367,0,0,1,3
100,4,2682,2317,0,2,3,3079,20,915,1,9,7,2327,841,192,192,0,192,192,192,0,1,0,1,2278,0,0,1,2
101,5,126,131,0,2,3,1908,20,250,1,9,7,119,226,67,67,0,67,67,67,0,1,0,1,2425,0,0,1,2
102,7,6818,4257,0,3,0,1907,25,901,9,92,3,3939,800,2375,2056,1149,2622,0,2077,9,0,71,0,364,548,0,1,0
103,1,4776,5132,0,2,2,4008,20,900,9,426,7,4587,758,1972,80,69,272,0,268,5,4,421,81,661,475,528,1,0
104,3,1673,1584,0,3,3,4590,27,697,0,4,3,1587,1493,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1
105,2,3536,6109,0,2,5,4329,17,600,1,11,7,5747,701,143,143,0,143,143,143,0,1,2,1,2333,0,0,1,3
106,1,4920,5276,0,2,3,3637,20,900,9,423,7,4661,902,1897,604,212,776,0,773,5,4,416,81,750,597,952,1,0
107,3,1865,1775,0,3,11,2412,26,697,1,16,3,1788,2882,1300,0,0,0,0,0,1,0,43,0,125,289,0,0,1
108,5,976,907,0,2,3,1908,20,386,1,9,7,904,1055,14,14,0,14,14,14,0,1,0,1,2493,0,0,1,2
109,4,2628,2281,0,2,3,3079,20,686,1,9,7,2297,787,217,217,0,217,217,217,0,1,0,1,2251,0,0,1,2
110,7,6184,3687,0,3,0,470,25,901,9,92,3,3593,166,2322,2096,1193,2731,0,2038,9,0,71,0,369,553,0,1,0
111,6,5042,2551,7,2,3,4542,24,901,5,101,7,3514,1585,2797,765,302,942,0,843,3,2,74,8,100,22,12,1,0
112,2,3428,6001,0,2,2,2081,24,609,9,733,7,5639,569,373,390,0,409,437,404,5,4,507,32,2164,1626,1366,1,3
113,7,6717,4165,0,3,0,1223,25,901,9,92,3,3875,699,2266,2093,1191,2718,0,2123,9,0,71,0,374,558,0,1,0
114,2,3506,6079,0,2,2,2426,24,609,9,733,7,5717,657,635,878,0,734,724,731,5,4,507,32,2035,1519,1268,1,3
115,4,2183,1978,0,2,3,3079,20,706,1,9,7,1962,342,11,11,0,11,11,11,0,1,0,1,2496,0,0,1,2
116,7,6758,4202,0,3,0,1451,25,901,9,92,3,3903,740,2315,2093,1186,2714,0,2058,9,0,71,0,370,554,0,1,0
117,5,590,575,0,2,3,1908,20,496,1,9,7,568,690,46,46,0,46,46,46,0,1,0,1,2456,0,0,1,2
118,4,2705,2332,0,2,3,3079,20,728,1,9,7,2342,864,62,62,0,62,62,62,0,1,0,1,2432,0,0,1,2
119,1,4707,5063,0,2,1,3769,25,900,7,501,7,4817,689,2118,2227,1361,2232,115,2312,4,3,165,108,433,212,76,1,0
120,1,4596,4952,0,2,3,3598,20,900,9,371,7,4490,578,1559,1779,582,1748,1260,1548,5,4,330,81,1280,1187,802,1,0
121,1,4251,4617,0,2,2,3862,20,900,7,264,7,4227,240,1483,797,329,913,110,921,4,3,268,78,1015,920,561,1,0
122,7,6138,3645,0,3,0,420,25,901,9,92,3,3573,120,2335,2037,1138,2584,0,2170,9,0,71,0,368,552,0,1,0
123,4,2468,2173,0,2,3,3079,20,743,1,9,7,2180,627,138,138,0,138,138,138,0,1,0,1,2338,0,0,1,2
124,6,5821,3330,7,2,2,2696,25,901,6,124,6,3333,2364,2768,0,0,0,0,0,6,0,424,0,104,34,0,1,0
125,6,6003,3512,7,2,1,1854,22,901,2,70,6,3062,2546,2493,0,0,0,0,0,2,0,63,0,26,21,0,1,0
126,6,5627,3136,7,2,1,1664,22,901,3,85,7,2884,2170,2483,849,375,981,0,969,2,1,63,1,94,23,0,1,0
127,4,2878,2447,0,2,3,3079,20,236,1,9,7,2465,1037,108,108,0,108,108,108,0,1,0,1,2374,0,0,1,2
128,4,2107,1921,0,2,3,3079,20,432,1,9,7,1913,266,4,4,0,4,4,4,0,1,0,1,2506,0,0,1,2
129,2,2986,5559,0,2,3,1054,20,372,27,746,2,5214,77,1134,2427,0,2142,1431,2221,13,16,460,131,1622,1296,1073,1,3
130,1,4367,4723,0,2,0,3246,25,900,9,604,7,4916,349,2681,1489,757,1646,0,1625,5,4,241,110,235,72,241,1,0
131,7,6749,4194,0,3,0,1350,25,901,9,92,3,3896,731,2310,2089,1184,2707,0,2057,9,0,71,0,371,555,0,1,0
132,6,5091,2600,7,2,3,4616,24,901,3,95,6,3442,1634,2790,0,0,0,0,0,3,0,74,0,27,22,0,1,0
133,5,143,148,0,2,3,1908,20,487,1,9,7,140,243,52,52,0,52,52,52,0,1,0,1,2447,0,0,1,2
134,2,3326,5899,0,2,5,4263,17,600,1,11,7,5537,450,208,208,0,208,208,208,0,1,2,1,2260,0,0,1,3
135,6,5038,2547,7,2,3,4535,24,901,5,101,7,3511,1581,2798,766,303,945,0,846,3,2,74,8,100,22,12,1,0
136,4,2346,2086,0,2,3,3079,20,538,1,9,7,2092,505,137,137,0,137,137,137,0,1,0,1,2339,0,0,1,2
137,2,3746,6319,0,2,5,2876,18,600,1,11,7,5957,204,188,188,0,188,188,188,0,1,2,1,2283,0,0,1,3
138,5,64,73,0,2,3,1908,20,91,1,9,7,59,164,25,25,0,25,25,25,0,1,0,1,2481,0,0,1,2
139,4,2580,2249,0,2,3,3079,20,153,1,9,7,2257,739,71,71,0,71,71,71,0,1,0,1,2419,0,0,1,2
140,4,2476,2180,0,2,3,3079,20,213,1,9,7,2183,635,105,105,0,105,105,105,0,1,0,1,2378,0,0,1,2
141,0,4029,5382,7,2,10,3119,17,603,74,863,7,5139,8,2842,2367,1416,2844,1244,2507,48,45,590,178,1794,1432,1192,1,3
142,3,1111,1024,0,3,5,128,42,698,1,113,0,1028,1107,757,1222,0,1163,1052,1158,0,1,8,87,1530,0,0,0,1
143,5,50,60,0,2,3,1908,20,368,1,9,7,46,150,12,12,0,12,12,12,0,1,0,1,2495,0,0,1,2
144,6,5921,3430,7,2,1,1823,22,901,3,85,7,3044,2464,2572,1027,497,1111,0,1102,2,1,63,1,42,21,0,1,0
145,4,2286,2048,0,2,3,3079,20,964,1,9,7,2058,445,164,164,0,164,164,164,0,1,0,1,2312,0,0,1,2
146,3,1641,1552,0,3,2,1077,148,697,1,15,0,1558,2628,410,428,0,448,477,442,0,1,9,4,1956,0,0,0,1
147,6,5070,2579,7,2,3,4587,24,901,4,97,7,3423,1613,2792,583,274,858,0,867,3,1,74,1,35,22,0,1,0
148,6,5392,2901,6,2,0,247,20,901,8,104,7,3147,1935,2743,1212,111,1478,1015,1224,5,3,86,12,108,31,15,1,0
149,0,4025,5491,0,2,3,2042,20,372,23,735,7,5135,140,1082,2370,0,2058,1364,1987,12,13,455,124,1647,1324,1091,1,3
150,2,3706,6279,0,2,5,2855,18,600,1,11,7,5917,151,191,191,0,191,191,191,0,1,2,1,2279,0,0,1,3
151,3,1761,1672,0,3,11,2781,26,697,1,16,3,1675,2741,1243,0,0,0,0,0,1,0,43,0,144,308,0,0,1
152,4,2839,2420,0,2,3,3079,20,715,1,9,7,2429,998,115,115,0,115,115,115,0,1,0,1,2365,0,0,1,2
153,3,1859,1770,0,3,11,2961,26,697,1,16,3,1774,2867,1318,0,0,0,0,0,1,0,43,0,119,283,0,0,1
154,6,5293,2802,7,2,1,1420,22,901,2,70,6,2682,1836,2458,0,0,0,0,0,2,0,63,0,30,25,0,1,0
155,5,73,80,0,2,3,1908,20,61,1,9,7,69,173,52,52,0,52,52,52,0,1,0,1,2447,0,0,1,2
156,1,4574,4930,0,2,3,3576,20,900,9,342,7,4468,556,1586,1806,558,1792,1283,1523,5,4,294,81,1258,1165,821,1,0
157,4,2237,2018,0,2,3,3079,20,107,1,9,7,2014,396,291,292,0,313,325,307,0,1,0,1,2171,0,0,1,2
158,1,4214,4580,0,2,3,3437,20,900,7,195,7,4190,203,1378,1574,679,1558,90,1504,4,3,184,78,1104,1009,704,1,0
159,2,3593,6166,0,2,5,2799,18,600,1,11,7,5806,7,135,135,0,135,135,135,0,1,2,1,2342,0,0,1,3
160,1,4037,4393,0,2,0,3140,25,900,7,449,7,4073,14,1626,1081,446,1046,0,1035,4,3,89,108,933,838,1200,1,0
161,7,6202,3704,0,3,0,488,25,901,9,92,3,3601,184,2255,2096,1192,2727,0,2039,9,0,71,0,377,561,0,1,0
162,4,2820,2409,0,2,3,3079,20,45,1,9,7,2423,979,92,92,0,92,92,92,0,1,0,1,2392,0,0,1,2
163,3,1263,1175,0,3,2,2347,130,699,0,0,3,1178,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164,6,5305,2814,7,2,1,1449,22,901,3,85,7,2726,1848,2463,833,362,969,0,957,2,1,63,1,96,25,0,1,0
165,3,1608,1525,0,3,5,4759,108,697,1,77,0,1523,1564,922,1423,0,1370,1226,1426,0,1,14,65,1346,0,0,0,1
166,3,1190,1101,0,3,3,4843,19,958,1,9,3,1103,2650,517,536,0,556,586,551,1,0,30,0,1866,1472,0,0,1
167,2,3666,6240,0,2,5,2835,18,600,1,11,7,5878,93,158,158,0,158,158,158,0,1,2,1,2318,0,0,1,3
168,7,6040,3549,0,3,0,317,25,901,9,92,3,3529,22,2191,1993,1095,2463,0,2028,9,0,71,0,384,568,0,1,0
169,4,2370,2104,0,2,3,3079,20,791,1,9,7,2108,529,119,119,0,119,119,119,0,1,0,1,2361,0,0,1,2
170,1,4266,4632,0,2,2,3877,20,900,7,201,7,4242,255,1457,780,315,852,78,862,4,3,193,78,1030,935,576,1,0
171,7,6848,4281,0,3,0,2051,25,901,9,92,3,3957,830,2318,2078,1167,2676,0,2132,9,0,71,0,370,554,0,1,0
172,2,3852,6426,0,2,5,4480,17,600,1,11,7,6066,325,199,199,0,199,199,199,0,1,2,1,2269,0,0,1,3
173,2,2929,5502,0,2,5,4100,17,600,1,11,7,5149,16,113,113,0,113,113,113,0,1,2,1,2368,0,0,1,3
174,6,5609,3118,7,2,1,1623,22,901,2,70,6,2867,2152,2485,0,0,0,0,0,2,0,63,0,28,23,0,1,0
175,7,6405,3886,0,3,0,704,25,901,9,92,3,3689,387,2220,2039,1133,2590,0,2049,9,0,71,0,379,563,0,1,0
176,2,3782,6355,0,2,5,4454,17,600,1,11,7,5993,246,179,179,0,179,179,179,0,1,2,1,2293,0,0,1,3
177,2,2933,5506,0,2,5,4102,17,600,1,11,7,5153,21,120,120,0,120,120,120,0,1,2,1,2360,0,0,1,3
178,4,2519,2207,0,2,3,3079,20,746,1,9,7,2224,678,141,141,0,141,141,141,0,1,0,1,2335,0,0,1,2
179,2,3813,6387,0,2,5,4470,17,600,1,11,7,6024,280,141,141,0,141,141,141,0,1,2,1,2335,0,0,1,3
180,5,950,891,0,2,3,1908,20,544,1,9,7,889,1031,159,159,0,159,159,159,0,1,0,1,2317,0,0,1,2
181,3,1511,1423,0,3,5,61,104,697,1,76,0,1421,1385,497,516,0,535,566,529,0,1,13,64,1884,0,0,0,1
182,2,3906,6479,0,2,5,2947,18,600,1,11,7,6121,382,135,135,0,135,135,135,0,1,2,1,2342,0,0,1,3
183,5,614,599,0,2,3,1908,20,548,1,9,7,592,714,27,27,0,27,27,27,0,1,0,1,2479,0,0,1,2
184,5,881,841,0,2,3,1908,20,166,1,9,7,834,976,8,8,0,8,8,8,0,1,0,1,2501,0,0,1,2
185,3,1377,1288,0,3,5,2960,82,697,1,75,0,1296,1165,869,1367,0,1316,1173,1370,0,1,13,63,1401,0,0,0,1
186,6,5349,2858,6,2,0,155,20,901,8,104,7,3099,1892,2723,1124,229,1408,911,1164,5,3,86,12,109,32,17,1,0
187,7,6953,4353,0,3,0,2191,25,901,9,92,3,4021,935,2397,2125,1214,2788,0,2081,9,0,71,0,359,543,0,1,0
188,6,5716,3225,7,2,2,2576,25,901,6,124,6,3292,2259,2771,0,0,0,0,0,6,0,424,0,104,34,0,1,0
189,2,3587,6160,0,2,5,2796,18,600,1,11,7,5798,826,161,161,0,161,161,161,0,1,2,1,2315,0,0,1,3
190,5,636,621,0,2,3,1908,20,269,1,9,7,612,736,38,38,0,38,38,38,0,1,0,1,2466,0,0,1,2
191,3,1767,1678,0,3,11,2294,26,697,1,16,3,1681,2749,1296,0,0,0,0,0,1,0,43,0,126,290,0,0,1
192,3,1748,1659,0,3,11,2410,26,697,1,16,3,1662,2726,1193,0,0,0,0,0,1,0,43,0,190,354,0,0,1
193,7,6906,4326,0,3,0,2132,25,901,9,92,3,3990,888,2383,2134,1228,2807,0,2153,9,0,71,0,363,547,0,1,0
194,3,1700,1611,0,3,11,3066,26,697,1,16,3,1615,2639,1189,0,0,0,0,0,1,0,43,0,194,358,0,0,1
195,7,6751,4196,0,3,0,1372,25,901,9,92,3,3898,733,2310,2089,1184,2707,0,2056,9,0,71,0,371,555,0,1,0
196,1,4323,4689,0,2,1,3701,25,900,7,524,7,4361,312,1125,2418,0,2132,1421,2211,4,3,199,108,1328,1234,988,1,0
197,4,2283,2047,0,2,3,3079,20,1041,1,9,7,2056,442,163,163,0,163,163,163,0,1,0,1,2313,0,0,1,2
198,5,514,501,0,2,3,1908,20,75,1,9,7,495,614,47,47,0,47,47,47,0,1,0,1,2455,0,0,1,2
199,3,1440,1353,0,3,5,4673,31,697,1,114,0,1364,1231,830,1323,0,1274,1133,1332,0,1,13,89,1439,0,0,0,1
200,1,4941,5297,0,2,3,3658,20,900,9,281,7,4698,923,1876,1691,998,1977,0,1906,5,4,223,81,771,618,412,1,0
201,2,3623,6197,0,2,5,2814,18,600,1,11,7,5835,43,219,219,0,219,219,219,0,1,2,1,2249,0,0,1,3
202,3,1189,1100,0,3,0,3461,148,697,1,15,0,1102,2649,406,424,0,444,473,438,0,1,9,4,1960,0,0,0,1
203,4,2028,2526,0,2,5,2061,16,528,1,9,7,2543,191,0,19,16,37,0,37,1,0,30,0,0,0,0,1,2
204,6,5036,2545,7,2,3,4533,24,901,5,101,7,3510,1579,2798,767,304,947,0,847,3,2,74,8,100,22,12,1,0
205,3,1850,1761,0,3,11,2063,26,697,1,16,3,1765,2856,1278,0,0,0,0,0,1,0,43,0,130,294,0,0,1
206,1,4419,4775,0,2,0,3298,25,900,9,632,7,4968,401,2629,1522,794,1679,0,1659,5,4,281,110,287,115,209,1,0
207,1,4094,4450,0,2,0,3200,25,900,7,511,7,4130,71,1506,1593,695,1575,115,1535,4,3,178,108,992,897,701,1,0
