,subcategory ,pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category
13,3,52326,92350,0,6,10,46604,290,5150,1,130,1,92451,42,8252,22768,0,23517,12968,23181,0,1,27,90,43758,0,0,0,2
14,7,144202,100065,0,6,7,19453,39,6775,4,94,4,97189,56106,57455,47213,38452,59651,0,55675,4,0,119,0,9414,16736,0,1,1
15,7,186447,128890,0,6,5,11626,37,6775,5,117,4,112025,98351,48910,48622,20508,60581,22114,52938,5,0,142,0,17327,25277,0,1,1
16,1,129233,151990,0,5,6,55500,40,6776,9,1444,3,141867,11351,87617,29813,21413,38857,0,36569,5,4,419,321,3143,2088,11834,1,1
17,6,234785,185710,0,5,5,6603,34,6775,3,147,8,165637,25440,26815,12682,9937,17197,0,17047,2,1,145,2,20842,19807,0,1,0
18,4,102846,89407,0,5,8,52944,40,4421,1,27,8,89298,50588,820,820,0,820,820,820,0,1,1,2,57558,0,0,1,3
19,7,146354,101777,0,6,7,20825,39,6775,4,94,4,97665,58258,56939,47102,38404,59428,0,55579,4,0,119,0,9585,17001,0,1,1
20,6,225732,177088,0,5,6,57834,34,6775,3,147,8,165952,16387,30809,7226,4561,10323,0,10277,2,1,145,2,20023,19162,0,1,0
21,4,61793,53832,0,5,5,56830,39,3976,1,27,8,50552,9088,351,351,0,351,351,351,0,1,1,2,58298,0,0,1,3
22,6,247521,198141,10,5,7,56749,34,6775,1,97,7,184841,38176,37903,0,0,0,0,0,1,0,121,0,3072,5608,0,1,0
23,1,205475,227177,0,5,7,46183,40,6775,9,1416,3,210259,7700,91657,25,43,100,0,100,5,4,391,321,1741,1413,844,1,0
24,1,208683,230402,0,5,7,52834,40,6775,9,1576,8,213332,3885,79758,53,93,214,0,214,5,4,551,321,7131,4408,2146,1,0
25,4,64570,56519,0,5,6,18707,39,6703,1,27,8,53245,11866,94,94,0,94,94,94,0,1,1,2,59041,0,0,1,3
26,4,76000,65708,0,5,6,38128,37,6497,1,27,8,63768,23427,616,616,0,616,616,616,0,1,1,2,57876,0,0,1,3
27,7,152278,106692,0,6,8,22175,40,6775,4,94,4,114082,64182,58963,39574,35617,51727,0,52008,4,0,119,0,9063,15240,0,1,1
28,6,235172,186097,0,5,6,1984,34,6775,3,147,8,173291,25827,33990,12595,9707,17032,0,16904,2,1,145,2,19801,18605,0,1,0
29,6,216225,167761,0,5,5,57008,34,6775,3,147,8,152247,6880,23153,4742,2867,7396,0,7357,2,1,145,2,22035,20854,0,1,0
30,5,14395,13383,0,5,8,56557,34,6054,1,27,8,9554,14990,633,633,0,633,633,633,0,1,1,2,57855,0,0,1,3
31,1,207836,229538,0,5,7,51286,40,6775,9,1565,8,212465,2570,78701,30,51,118,0,118,5,4,540,321,7735,4784,3519,1,0
32,1,133315,156072,0,5,6,19627,40,6776,9,1702,3,144652,3161,89056,29407,20907,38026,0,35716,5,4,677,321,2547,1807,12034,1,1
33,5,35397,32431,10,5,7,2310,34,2894,3,69,8,29153,6795,4946,5472,0,5324,5137,5288,1,2,41,14,55605,44529,36688,1,3
34,1,190773,212476,0,5,7,33931,34,6776,9,827,3,198092,1254,89191,21,36,84,0,84,5,4,430,213,2492,1770,15401,1,0
35,6,259127,209747,10,5,8,59539,34,6775,1,97,7,193430,49782,39819,0,0,0,0,0,1,0,121,0,2479,3776,0,1,0
36,1,131834,154591,0,5,6,17939,40,6776,7,1671,8,142586,1530,53976,40548,30571,46443,141,44238,4,3,712,311,23953,17751,7552,1,1
37,1,190698,212390,0,5,5,53121,34,6776,9,941,8,196311,1168,55909,20,35,80,0,80,5,4,544,213,27857,22664,13780,1,0
38,5,49769,45101,0,5,6,17980,34,6104,1,27,8,39905,21516,134,134,0,134,134,134,0,1,1,2,58867,0,0,1,3
39,6,256913,207533,10,5,6,8233,34,6775,1,97,7,180637,47568,35923,0,0,0,0,0,1,0,121,0,3679,5728,0,1,0
40,5,1144,1071,0,5,7,56480,34,1310,1,27,8,1060,1233,14,14,0,14,14,14,0,1,1,2,59431,0,0,1,3
41,7,145309,101057,0,6,8,18156,40,6775,4,94,4,113048,57213,59864,39866,36051,52473,0,52806,4,0,119,0,8991,14796,0,1,1
42,5,35165,32240,10,5,7,2310,34,5526,3,69,8,28957,6563,5022,5580,0,5406,5222,5368,1,2,41,14,55502,44457,36618,1,3
43,5,22176,20526,0,5,6,26990,34,3031,12,580,3,16768,22779,9380,24724,0,27229,14196,26472,6,6,250,181,49349,41293,34584,1,3
44,3,50887,46160,0,6,16,39622,41,5150,1,46,4,42207,18901,16888,0,0,0,0,0,1,0,65,0,10305,17961,0,0,2
45,7,148105,103298,0,6,7,21846,39,6775,4,94,4,98219,60009,56279,46943,38226,59097,0,54204,4,0,119,0,9599,17158,0,1,1
46,6,249150,199770,10,5,7,57282,34,6775,1,97,7,185274,39805,37788,0,0,0,0,0,1,0,121,0,3076,5612,0,1,0
47,4,77906,67351,0,5,8,53322,37,6856,1,27,8,65645,25333,3779,3979,0,3915,3843,3912,0,1,1,2,53205,0,0,1,3
48,4,92187,79942,0,5,7,39874,34,7017,1,27,8,78879,39798,100,100,0,100,100,100,0,1,1,2,59014,0,0,1,3
49,6,240351,191190,10,5,5,7832,34,6775,1,97,7,168003,31006,27079,0,0,0,0,0,1,0,121,0,4195,6186,0,1,0
50,6,248919,199539,10,5,8,57056,34,6775,3,147,8,193499,39574,42199,16629,13561,22466,0,22311,2,1,145,2,14580,13716,0,1,0
51,7,143378,99337,0,6,8,17155,40,6775,4,94,4,112781,55282,60002,39864,36047,52465,0,52798,4,0,119,0,8971,14753,0,1,1
52,4,69121,60407,0,5,6,51019,40,1514,1,27,8,57685,16429,628,628,0,628,628,628,0,1,1,2,57862,0,0,1,3
53,6,226327,177680,0,5,6,58146,34,6775,3,147,8,166363,16982,30786,7018,4374,10042,0,9996,2,1,145,2,20024,19163,0,1,0
54,5,35140,32215,10,5,7,2310,34,6502,3,69,8,28940,6538,5031,5589,0,5416,5233,5378,1,2,41,14,55491,44447,36609,1,3
55,6,222189,173548,0,5,5,60132,34,6775,3,147,8,155132,12844,24353,6810,4242,9811,0,9766,2,1,145,2,21764,20337,0,1,0
56,1,199565,221271,0,5,6,27140,34,6776,6,745,1,203910,11060,17307,46,46,91,0,91,3,3,414,202,39062,32758,24880,1,0
57,7,152283,106697,0,6,8,22183,40,6775,4,94,4,114085,64187,59007,39574,35617,51726,0,52007,4,0,119,0,9060,15199,0,1,1
58,1,195439,217141,0,5,6,17831,34,6776,9,880,8,200447,6739,63370,21,37,85,0,85,5,4,483,213,22617,16111,15886,1,0
59,7,140431,96685,0,6,6,39600,34,6775,23,788,4,118718,52335,60942,48357,26431,62256,20961,56469,23,0,1031,0,36798,35655,0,1,1
60,7,167350,115030,0,6,8,30713,40,6775,4,94,4,116358,79254,57839,39429,35369,51352,0,51630,4,0,119,0,9225,16181,0,1,1
61,7,160787,111689,0,6,7,29064,39,6775,4,94,4,102119,72691,53611,46503,37848,58247,0,53895,4,0,119,0,10239,17894,0,1,1
62,5,12396,11449,0,1,10,5,28,988,0,4,10,8231,12886,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3
63,4,82548,71709,0,5,8,50585,39,6002,1,27,8,70238,30012,47,47,0,47,47,47,0,1,1,2,59275,0,0,1,3
64,7,183740,126692,0,6,5,10615,37,6775,5,117,4,111629,95644,49713,48792,22932,60887,21920,56967,5,0,142,0,16926,24943,0,1,1
65,4,78895,68142,0,5,6,38128,37,2993,1,27,8,66642,26323,507,507,0,507,507,507,0,1,1,2,58058,0,0,1,3
66,5,11107,10160,11,6,6,20813,34,2297,0,0,4,7486,11516,62,62,0,62,62,62,0,0,1,0,0,0,0,1,3
67,7,156296,109349,0,6,8,24446,40,6775,4,94,4,114688,68200,58797,39504,35499,51554,0,51833,4,0,119,0,9108,15485,0,1,1
68,1,109792,132554,0,5,7,48343,34,6775,9,861,8,121695,1335,55837,99,171,396,0,396,5,4,464,213,27906,22710,14133,1,1
69,1,190557,212260,0,5,7,33501,34,6776,9,881,3,198133,1038,90088,5884,5072,11548,0,11499,5,4,484,213,2123,1610,27510,1,0
70,1,197036,218737,0,5,8,36937,40,6776,9,1607,8,203763,8335,88152,25,44,101,0,101,5,4,582,321,2844,1981,917,1,0
71,7,160372,111488,0,6,8,26807,40,6775,4,94,4,115342,72276,58687,39488,35467,51515,0,51795,4,0,119,0,9164,15531,0,1,1
72,7,169808,116398,0,6,5,4989,37,6775,5,117,4,106857,81712,53154,43460,34449,55750,0,49230,5,0,142,0,15591,23363,0,1,1
73,4,57148,50040,0,5,8,17647,37,1403,1,27,8,45996,4435,446,446,0,446,446,446,0,1,1,2,58152,0,0,1,3
74,5,23470,21819,0,5,7,23137,34,3031,12,580,3,18064,24074,9627,24971,0,27476,14443,26719,6,6,250,181,49100,41044,34336,1,3
75,5,29531,27516,0,5,8,15683,34,6899,3,69,8,23572,871,4873,5371,0,5246,5052,5209,1,2,41,14,55681,44595,36750,1,3
76,5,16601,15334,0,5,6,24949,34,6887,1,27,8,11526,17209,44,44,0,44,44,44,0,1,1,2,59290,0,0,1,3
77,1,137561,160318,0,5,10,58480,29,5242,2,54,8,147421,42,21175,11021,8042,14299,0,14247,0,2,5,16,13026,0,8024,1,1
78,7,166313,114565,0,6,5,3644,37,6775,5,117,4,105686,78217,53396,43331,34320,55469,0,49130,5,0,142,0,14855,23227,0,1,1
79,6,211794,163330,0,5,5,21915,34,6775,3,147,8,149793,2449,21888,1735,1331,3203,0,3200,2,1,145,2,23877,21285,0,1,0
80,1,134363,157120,0,5,5,51965,34,6776,9,960,8,143721,4209,20688,40075,30212,46022,264,43873,5,4,563,213,39505,33943,29166,1,1
81,5,14279,13275,0,5,8,56557,34,1704,1,27,8,9420,14874,69,69,0,69,69,69,0,1,1,2,59168,0,0,1,3
82,5,45676,41167,11,6,5,35391,37,4473,0,0,4,36824,17268,214,214,0,214,214,214,0,0,1,0,0,0,0,1,3
83,6,224898,176257,8,5,6,57401,34,6775,5,194,8,167752,15553,33042,16023,11538,21708,8517,20991,3,2,174,14,31108,26563,6268,1,0
84,7,148109,103302,0,6,7,21854,39,6775,4,94,4,98221,60013,56278,46943,38226,59097,0,54204,4,0,119,0,9599,17158,0,1,1
85,4,83657,72816,0,1,6,2,39,185,1,124,2,71351,31139,149,149,0,149,149,149,0,1,72,35,58818,0,0,1,3
86,5,6260,5318,0,6,7,28686,34,1394,0,0,4,4681,6366,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
87,5,15613,14475,0,5,7,50692,34,6079,1,27,8,10651,16214,77,77,0,77,77,77,0,1,1,2,59124,0,0,1,3
88,1,199574,221280,0,5,6,27172,34,6776,6,704,1,203919,11069,17328,53,53,106,0,106,3,3,373,202,39042,32734,24859,1,0
89,1,120087,142844,0,5,6,51304,40,6775,9,1450,8,131941,548,80526,32,56,129,0,129,5,4,425,321,6857,4251,1844,1,1
90,1,132963,155736,0,5,6,19335,40,6776,9,1462,3,144566,2825,91154,32,56,129,0,129,5,4,437,321,1876,1469,1173,1,1
91,7,153723,107832,11,6,7,24880,39,6775,4,94,4,99845,65627,54599,46586,37939,58405,0,54414,4,0,119,0,9885,17340,0,1,1
92,6,251142,201762,0,5,5,11216,34,6775,3,147,8,173663,41797,28986,13097,10474,17760,0,17671,2,1,145,2,20301,19408,0,1,0
93,7,158565,110445,0,6,8,25694,40,6775,4,94,4,115055,70469,58734,39737,35854,52178,0,52512,4,0,119,0,9150,15509,0,1,1
94,1,125041,147798,0,5,5,35523,34,6776,9,902,8,135180,6839,63878,76,108,229,0,229,5,4,505,213,22297,15879,28567,1,1
95,6,228308,179548,0,5,5,2738,34,6775,3,147,8,159589,18963,25599,7917,5168,11352,0,11306,2,1,145,2,21097,19987,0,1,0
96,7,186551,128942,0,6,5,11752,37,6775,5,117,4,112078,98455,49059,48612,20626,60561,22111,52939,5,0,142,0,17326,25208,0,1,1
97,6,209833,161432,0,5,5,6715,34,6775,3,147,8,148290,488,21289,1841,1425,3425,0,3422,2,1,145,2,24121,21416,0,1,0
98,1,133612,156369,0,5,5,50724,34,6776,9,1213,8,144017,3458,70630,40597,33433,49320,0,49414,5,4,816,213,14792,10066,24002,1,1
99,7,187343,129564,0,6,7,43380,39,6775,4,94,4,110841,99247,48108,45945,37347,57182,0,53207,4,0,119,0,11301,20404,0,1,1
100,6,243801,194532,10,5,8,48044,34,6775,1,97,7,189957,34456,40764,0,0,0,0,0,1,0,121,0,2376,3686,0,1,0
101,3,104822,92693,0,6,16,42729,41,5150,1,46,4,92784,18157,16262,0,0,0,0,0,1,0,65,0,10462,18115,0,0,2
102,1,208516,230218,0,5,7,52511,40,6775,9,1558,8,213148,3700,84192,36876,31088,46911,0,45001,5,4,533,321,4832,2964,9191,1,0
103,5,29133,27345,0,5,8,15683,34,3854,1,27,8,23374,471,988,988,0,988,988,988,0,1,1,2,57275,0,0,1,3
104,5,8254,7313,0,1,10,5,29,554,0,4,10,5836,8482,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3
105,1,190287,211990,0,5,7,32879,34,6776,9,929,8,195855,768,44570,8304,6188,13015,0,12982,5,4,532,213,33872,28490,27250,1,0
106,5,9074,8129,0,1,10,5,31,96,0,4,10,6310,9353,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3
107,7,169301,116021,0,6,5,4842,37,6775,5,117,4,106690,81205,53185,43448,34429,55726,0,48862,5,0,142,0,15525,23354,0,1,1
108,5,25259,23610,0,5,5,14905,34,1212,1,27,8,19847,1382,31,31,0,31,31,31,0,1,1,2,59376,0,0,1,3
109,5,21666,20015,0,5,8,47563,34,3031,12,580,3,16257,22267,9555,24899,0,27404,14371,26647,6,6,250,181,49172,41116,34408,1,3
110,7,156571,109474,0,6,5,98,37,6775,5,117,4,102605,68475,54609,43156,34133,55036,0,48343,5,0,142,0,13749,23030,0,1,1
111,7,164303,113558,0,6,8,28925,40,6775,4,94,4,115877,76207,58481,39775,35913,52288,0,52622,4,0,119,0,9210,15600,0,1,1
112,4,87357,76146,0,5,6,56931,40,1776,1,27,8,74994,34873,684,684,0,684,684,684,0,1,1,2,57792,0,0,1,3
113,3,52577,93618,0,6,10,10502,224,5150,1,177,1,93717,22,11707,27523,0,32571,16568,30934,0,1,49,116,42579,0,0,0,2
114,7,168455,115556,0,6,8,31286,40,6775,4,94,4,116522,80359,57589,39411,35344,51313,0,51591,4,0,119,0,9351,16729,0,1,1
115,6,211805,163341,0,5,5,21881,34,6775,3,147,8,149823,2460,21880,1729,1325,3191,0,3188,2,1,145,2,23878,21285,0,1,0
116,6,232521,183511,10,5,6,864,34,6775,1,97,7,171228,23176,33116,0,0,0,0,0,1,0,121,0,3833,5834,0,1,0
117,5,49564,44927,0,5,7,51209,34,2410,1,34,8,39709,21285,3,3,0,3,3,3,0,1,8,2,59450,0,0,1,3
118,4,64595,56544,0,5,8,36828,39,1472,1,27,8,53270,11891,90,90,0,90,90,90,0,1,1,2,59062,0,0,1,3
119,6,238278,189203,10,5,8,29975,34,6775,1,97,7,188947,28933,41518,0,0,0,0,0,1,0,121,0,2343,3626,0,1,0
120,1,131044,153801,0,5,5,46792,34,6776,9,938,8,141238,739,76191,24,42,96,0,96,5,4,541,213,9459,6056,16150,1,1
121,1,194952,216654,0,5,6,56211,34,6776,9,1129,8,200106,6252,69196,99,140,296,0,296,5,4,732,213,16223,11197,28990,1,0
122,6,246878,197541,10,5,7,55889,34,6775,1,97,7,184529,37533,37650,0,0,0,0,0,1,0,121,0,3079,5615,0,1,0
123,5,34579,31708,10,5,8,6764,34,4957,3,69,8,28392,5981,4443,4807,0,4744,4538,4711,1,2,41,14,56135,44963,37098,1,3
124,7,183134,126272,0,6,5,10349,37,6775,5,117,4,111523,95038,49889,48829,23155,60944,22182,57021,5,0,142,0,16592,24834,0,1,1
125,1,119477,142239,0,5,7,23867,34,6775,4,249,1,129991,11706,94,94,0,94,94,94,2,2,233,19,59405,46948,38652,1,1
126,5,13389,12442,0,1,10,5,28,1094,0,4,10,8810,13937,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3
127,5,19435,17795,0,5,5,45294,34,2587,23,2504,3,14021,20047,12626,32944,0,35867,17632,33580,14,9,1064,472,46988,39468,32122,1,3
128,5,21880,20229,0,5,6,26735,34,3031,12,580,3,16471,22481,10481,25827,0,28332,15297,27578,6,6,250,181,48239,40184,33479,1,3
129,1,194655,216357,0,5,6,56112,34,6776,9,931,8,199977,5955,48916,19,33,77,0,77,5,4,534,213,30231,25272,20892,1,0
130,6,212083,163619,0,5,5,26890,34,6775,3,147,8,150064,2738,21969,2164,1666,4147,0,4144,2,1,145,2,23738,21270,0,1,0
131,2,106995,231510,0,5,10,50172,30,3973,1,34,8,214389,330,179,179,0,179,179,179,0,1,8,2,58735,0,0,1,4
132,7,140969,97156,0,6,6,40156,34,6775,23,788,4,118890,52873,60865,48289,26305,62133,21022,56488,23,0,1031,0,36806,35663,0,1,1
133,6,220248,171619,8,5,6,38661,34,6775,5,194,8,165598,10903,32398,17756,13727,24986,7637,23755,3,2,174,14,31182,26619,6336,1,0
134,7,172398,118298,0,6,7,35329,39,6775,4,94,4,105547,84302,51371,46367,37777,57995,0,54361,4,0,119,0,10918,19201,0,1,1
135,6,245907,196638,10,5,7,53933,34,6775,1,97,7,184397,36562,38154,0,0,0,0,0,1,0,121,0,3059,5595,0,1,0
136,5,8556,7614,11,6,5,27076,34,2552,0,0,4,6011,8803,7,7,0,7,7,7,0,0,1,0,0,0,0,1,3
137,5,25199,23550,0,5,5,14857,34,1212,1,27,8,19787,1317,75,75,0,75,75,75,0,1,1,2,59136,0,0,1,3
138,4,99365,86223,0,5,7,43849,39,2343,1,27,8,85850,47053,37,37,0,37,37,37,0,1,1,2,59329,0,0,1,3
139,7,165059,113986,0,6,5,3057,37,6775,5,117,4,105191,76963,53434,42890,33864,54327,0,48674,5,0,142,0,14556,23214,0,1,1
140,1,207410,229112,0,5,7,50119,40,6775,9,1492,3,212039,2144,89636,29,51,117,0,117,5,4,467,321,2248,1682,4217,1,0
141,5,13997,13049,0,6,13,48462,29,3805,0,62,4,9185,14588,0,0,0,0,0,0,0,0,84,0,0,0,0,1,3
142,5,27487,25839,0,5,6,15047,34,1212,1,27,8,22074,3746,112,112,0,112,112,112,0,1,1,2,58951,0,0,1,3
143,5,12533,11586,11,6,5,27076,34,1337,0,0,4,8311,13029,35,35,0,35,35,35,0,0,1,0,0,0,0,1,3
144,6,245670,196401,8,5,6,5086,34,6775,5,194,8,180773,36325,36824,23763,14283,34789,11858,31041,3,2,174,14,30655,26144,5998,1,0
145,5,22157,20507,0,5,5,41353,34,3031,12,580,3,16749,22760,10669,26014,0,28523,15484,27769,6,6,250,181,48051,39996,33289,1,3
146,1,190817,212520,0,5,7,34072,34,6776,9,1022,3,198031,1298,89147,26,45,103,0,103,5,4,625,213,2505,1777,15187,1,0
147,5,18768,17129,0,5,5,42995,34,4107,22,2583,8,13426,19381,12977,37188,0,37744,18338,35432,11,11,1076,498,45606,38104,31783,1,3
148,7,161943,112288,0,6,7,29725,39,6775,4,94,4,102475,73847,53509,46484,37826,58209,0,53857,4,0,119,0,10673,18327,0,1,1
149,1,205459,227161,0,5,7,46149,40,6775,9,1648,3,210243,7684,91673,27,46,106,0,106,5,4,623,321,1739,1411,831,1,0
150,1,189880,211613,0,5,5,52613,34,6776,9,915,8,195655,391,64544,29491,21020,38250,0,35944,5,4,518,213,21514,15246,26353,1,0
151,6,242123,192962,0,5,8,43746,34,6775,3,147,8,189622,32778,41092,14423,11844,19733,0,19774,2,1,145,2,15293,14248,0,1,0
152,5,2416,2113,0,5,6,45791,34,2782,1,27,8,2138,2491,110,110,0,110,110,110,0,1,1,2,58958,0,0,1,3
153,1,126625,149382,0,5,6,54370,40,6776,9,1650,3,138913,8443,90272,28,48,110,0,110,5,4,625,321,2076,1583,836,1,1
154,4,83132,72293,0,5,8,50585,39,3001,1,27,8,70805,30598,116,116,0,116,116,116,0,1,1,2,58938,0,0,1,3
155,6,242269,193108,0,5,8,45522,34,6775,3,147,8,189711,32924,41094,14389,11817,19696,0,19692,2,1,145,2,15292,14217,0,1,0
156,7,180747,124871,0,6,5,9324,37,6775,5,117,4,110815,92651,50363,48971,24520,61186,22076,57451,5,0,142,0,16209,24690,0,1,1
157,4,64436,56385,0,5,7,51090,39,7255,1,27,8,53111,11731,33,33,0,33,33,33,0,1,1,2,59367,0,0,1,3
158,1,127776,150585,0,5,5,41826,34,6776,9,1064,8,137792,9646,43538,35485,29432,45694,0,43512,5,4,667,213,34841,29437,17473,1,1
159,7,165055,113984,0,6,5,3053,37,6775,5,117,4,105189,76959,53434,42890,33864,54327,0,48674,5,0,142,0,14556,23214,0,1,1
160,6,243966,194697,10,5,7,49132,34,6775,1,97,7,183894,34621,38205,0,0,0,0,0,1,0,121,0,3057,5593,0,1,0
161,7,147422,102739,0,6,7,21338,39,6775,4,94,4,97858,59326,56462,46692,38056,58605,0,54383,4,0,119,0,9595,17113,0,1,1
162,4,89616,77837,0,5,5,17946,34,2160,1,27,8,76778,37227,80,80,0,80,80,80,0,1,1,2,59113,0,0,1,3
163,6,232178,183198,0,5,6,631,34,6775,3,147,8,170780,22833,32526,6903,4313,9940,0,9897,2,1,145,2,19899,18789,0,1,0
164,4,74650,64684,0,5,6,29929,34,2802,1,27,8,62419,22038,12,12,0,12,12,12,0,1,1,2,59433,0,0,1,3
165,5,12362,11415,11,6,7,28686,34,2239,0,0,4,8213,12850,33,33,0,33,33,33,0,0,1,0,0,0,0,1,3
166,5,47155,42644,11,6,5,35393,37,3411,0,0,4,37682,18838,110,110,0,110,110,110,0,0,1,0,0,0,0,1,3
167,6,251501,202121,10,5,7,57797,34,6775,1,97,7,185885,42156,37298,0,0,0,0,0,1,0,121,0,3103,5641,0,1,0
168,7,156355,109375,0,6,8,24547,40,6775,4,94,4,114717,68259,58806,39506,35502,51559,0,51838,4,0,119,0,9106,15483,0,1,1
169,5,11559,10612,11,6,5,27076,34,2307,0,0,4,7747,11995,51,51,0,51,51,51,0,0,1,0,0,0,0,1,3
170,6,236126,187051,10,5,7,16196,34,6775,1,97,7,181879,26781,38987,0,0,0,0,0,1,0,121,0,3009,5548,0,1,0
171,5,40476,36286,0,5,6,43727,37,1663,1,27,8,32910,11865,3192,3392,0,3328,3256,3325,0,1,1,2,53871,0,0,1,3
172,1,116301,139047,0,5,7,56154,34,6775,9,958,8,127433,8379,45923,41153,35529,50237,0,50123,5,4,561,213,32538,27168,18611,1,1
173,5,43775,39264,11,6,7,44285,37,6384,0,0,4,35727,15234,140,140,0,140,140,140,0,0,1,0,0,0,0,1,3
174,1,193015,214714,0,5,6,53916,34,6776,9,1038,8,197930,3493,51857,20,35,81,0,81,5,4,641,213,29267,24222,15178,1,0
175,6,230935,182094,8,5,5,4299,34,6775,5,194,8,166081,21590,28441,17171,13016,23926,8757,22241,3,2,174,14,31538,26777,6574,1,0
176,5,8952,8010,0,6,8,23279,34,2309,0,0,4,6238,9223,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
177,6,210934,162470,8,5,5,15109,34,6775,5,194,8,151275,1589,22687,21391,17135,32872,3894,30938,3,2,174,14,32199,27437,7524,1,0
178,5,16492,15237,0,5,6,24949,34,4071,1,27,8,11426,17100,38,38,0,38,38,38,0,1,1,2,59321,0,0,1,3
179,6,239302,190221,0,5,8,31775,34,6775,3,147,8,189016,29957,41350,13882,11292,18854,0,18853,2,1,145,2,15279,14059,0,1,0
180,4,55912,48949,0,5,5,44105,34,3172,1,27,8,44901,3191,128,128,0,128,128,128,0,1,1,2,58889,0,0,1,3
181,5,49209,44589,0,5,7,55125,34,4378,1,34,8,39374,20932,20,20,0,20,20,20,0,1,8,2,59419,0,0,1,3
182,4,90608,78559,0,5,8,40582,34,3396,1,27,8,77506,38219,15,15,0,15,15,15,0,1,1,2,59430,0,0,1,3
183,5,20030,18379,0,5,8,46669,34,3030,12,580,3,14621,20631,9661,25005,0,27510,14477,26753,6,6,250,181,49066,41010,34301,1,3
184,1,124995,147752,0,5,5,35376,34,6776,9,953,8,135134,6793,64066,69,98,208,0,208,5,4,556,213,22168,15790,28630,1,1
185,6,255201,205821,0,5,5,12631,34,6775,3,147,8,176362,45856,31076,13073,10451,17720,0,17631,2,1,145,2,19987,19114,0,1,0
186,1,111216,133978,0,5,8,48349,34,6775,9,897,3,124547,2759,88520,22,39,89,0,89,5,4,500,213,2725,1914,17175,1,1
187,7,168361,115511,0,6,7,33230,39,6775,4,94,4,104387,80265,52894,46166,37577,57639,0,53581,4,0,119,0,10875,18647,0,1,1
188,4,77713,67190,0,5,8,53322,37,3885,1,27,8,65455,25140,1297,1297,0,1297,1297,1297,0,1,1,2,56867,0,0,1,3
189,5,22994,21343,0,5,5,42027,34,3031,12,580,3,17586,23596,9494,24838,0,27343,14310,26586,6,6,250,181,49233,41177,34469,1,3
190,1,194861,216563,0,5,7,38001,40,6776,9,1404,8,201009,6161,77826,40,69,159,0,159,5,4,379,321,8438,5239,3832,1,0
191,1,110515,133277,0,5,6,47764,40,6775,9,1593,8,123427,2058,86611,28,48,111,0,111,5,4,568,321,3502,2260,898,1,1
192,4,75476,65297,0,5,7,27934,37,4436,1,27,8,63255,22903,393,393,0,393,393,393,0,1,1,2,58233,0,0,1,3
193,6,230521,181706,10,5,6,60259,34,6775,3,147,8,172911,21176,35557,20155,16752,30641,0,29770,2,1,145,2,19227,18504,0,1,0
