,subcategory ,pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category
28,6,238844,189769,10,5,7,30335,34,6775,3,147,8,186382,29499,39308,20759,17028,31772,0,30620,2,1,145,2,18287,15665,0,1,0
29,7,169286,116011,0,6,5,4823,37,6775,5,117,4,106682,81190,53187,43608,34596,56132,0,49227,5,0,142,0,15525,23354,0,1,1
30,6,222171,173530,8,5,5,60095,34,6775,5,194,8,157541,12826,26529,20939,16478,32074,8326,29972,3,2,174,14,31682,26881,6730,1,0
31,7,142512,98559,0,6,6,41705,34,6775,23,788,4,119376,54416,60598,48207,26113,61980,20976,56036,23,0,1031,0,36837,35694,0,1,1
32,4,96867,83829,0,5,8,48535,39,5990,1,27,8,83461,44557,134,134,0,134,134,134,0,1,1,2,58867,0,0,1,3
33,4,69858,60857,0,5,6,51019,40,1496,1,27,8,58415,17166,722,722,0,722,722,722,0,1,1,2,57729,0,0,1,3
34,4,95713,82933,0,5,8,56920,37,3900,1,27,8,82347,43364,1087,1087,0,1087,1087,1087,0,1,1,2,57123,0,0,1,3
35,6,236897,187822,10,5,7,20468,34,6775,1,97,7,182231,27552,38773,0,0,0,0,0,1,0,121,0,3021,5558,0,1,0
36,4,93348,80966,0,5,5,26707,37,2160,1,27,8,79999,40998,3038,3238,0,3174,3102,3171,0,1,1,2,54042,0,0,1,3
37,5,12165,11218,11,6,6,20687,34,3708,0,0,4,8099,12639,63,63,0,63,63,63,0,0,1,0,0,0,0,1,3
38,6,246005,196724,10,5,5,9418,34,6775,1,97,7,170397,36660,27258,0,0,0,0,0,1,0,121,0,4185,6176,0,1,0
39,6,227527,178813,0,5,5,2360,34,6775,3,147,8,158797,18182,25721,7656,4945,10970,0,10925,2,1,145,2,21087,19978,0,1,0
40,4,65688,57658,0,5,8,31862,39,4422,6,185,3,54364,13006,1060,1060,0,1060,1060,1060,3,3,122,40,58741,46338,38188,1,3
41,5,4674,3727,11,6,6,20698,34,2476,0,0,4,3767,4687,42,42,0,42,42,42,0,0,1,0,0,0,0,1,3
42,7,144716,100538,0,6,8,17799,40,6775,4,94,4,112954,56620,59905,39872,36060,52487,0,52820,4,0,119,0,8986,14791,0,1,1
43,7,181501,125269,0,6,7,40083,39,6775,4,94,4,108790,93405,49480,45753,37245,56797,0,53696,4,0,119,0,11126,20136,0,1,1
44,5,8918,7976,11,6,6,20689,34,3450,0,0,4,6220,9189,60,60,0,60,60,60,0,0,1,0,0,0,0,1,3
45,4,69935,60911,0,5,6,51019,40,1308,1,27,8,58501,17243,719,719,0,719,719,719,0,1,1,2,57732,0,0,1,3
46,7,144460,100303,0,6,5,55744,37,6775,5,117,4,98700,56364,57821,42895,33856,54336,0,47801,5,0,142,0,13153,21921,0,1,1
47,6,224587,175946,8,5,6,57197,34,6775,5,194,8,167128,15242,32328,14955,9906,20415,8206,18221,3,2,174,14,31196,26627,6344,1,0
48,5,2181,1973,0,5,6,45791,34,2895,1,27,8,1965,2257,284,284,0,284,284,284,0,1,1,2,58481,0,0,1,3
49,7,142894,98895,0,6,8,16985,40,6775,4,94,4,112740,54798,60079,39634,35707,51914,0,52195,4,0,119,0,8958,14511,0,1,1
50,1,208072,229774,0,5,7,51726,40,6775,9,1499,3,212704,3256,92043,28,48,110,0,110,5,4,474,321,1647,1369,1306,1,0
51,5,36168,32994,0,5,6,14547,34,4339,1,27,8,29382,7543,403,403,0,403,403,403,0,1,1,2,58214,0,0,1,3
52,3,259383,210003,0,5,15,58481,34,6776,141,3928,1,194068,12670,67692,49560,26898,63188,20832,58616,106,0,2920,0,43748,37810,0,0,2
53,5,2665,2263,0,5,6,45791,34,2337,1,27,8,2308,2740,210,210,0,210,210,210,0,1,1,2,58655,0,0,1,3
54,7,181540,125293,0,6,7,40146,39,6775,4,94,4,108808,93444,49477,45750,37242,56790,0,53691,4,0,119,0,11126,20136,0,1,1
55,1,138054,160738,0,5,6,50320,34,6775,7,791,8,147799,470,20625,23487,17914,34622,77,32748,4,3,460,202,36860,31657,22130,1,1
56,6,251140,201760,0,5,5,11214,34,6775,3,147,8,173661,41795,28987,13099,10475,17761,0,17672,2,1,145,2,20301,19408,0,1,0
57,5,43785,39274,11,6,8,50468,37,6300,0,0,4,35733,15245,192,192,0,192,192,192,0,0,1,0,0,0,0,1,3
58,7,180284,124625,0,6,5,9231,37,6775,5,117,4,110785,92188,50470,48995,24726,61219,22088,57536,5,0,142,0,16130,24624,0,1,1
59,1,123695,146452,0,5,5,32179,34,6776,7,794,8,134141,5493,14590,47474,0,48103,21361,46186,4,3,463,202,41811,36419,29858,1,1
60,4,64873,56822,0,5,7,51090,39,1795,1,27,8,53530,12169,45,45,0,45,45,45,0,1,1,2,59285,0,0,1,3
61,6,223754,175113,0,5,5,320,34,6775,3,147,8,155859,14409,24737,6507,4046,9427,0,9381,2,1,145,2,21601,20192,0,1,0
62,7,177593,122534,0,6,7,38121,39,6775,4,94,4,107367,89497,50463,45920,37337,57131,0,53182,4,0,119,0,11074,19580,0,1,1
63,5,44699,40188,11,6,6,56615,37,1325,0,0,4,36260,16220,167,167,0,167,167,167,0,0,1,0,0,0,0,1,3
64,7,140615,96843,0,6,5,47190,37,6775,5,117,4,97924,52519,58233,42901,33869,54353,0,48160,5,0,142,0,12749,21695,0,1,1
65,3,259444,210064,0,6,16,23228,34,5868,126,3652,4,194130,16583,57041,49628,21166,61865,22425,57560,92,0,2660,0,44664,37986,0,0,2
66,7,174550,119840,0,6,5,6951,37,6775,5,117,4,108704,86454,51491,43529,34514,55933,0,49089,5,0,142,0,15697,24324,0,1,1
67,6,236676,187601,8,5,5,6867,34,6775,5,194,8,168214,27331,28144,18687,3527,26542,11812,20669,3,2,174,14,31579,26792,6592,1,0
68,7,178524,123375,0,6,5,8498,37,6775,5,117,4,110179,90428,50717,43591,34599,56083,0,49395,5,0,142,0,16083,24599,0,1,1
69,6,211947,163483,0,5,5,23981,34,6775,3,147,8,149948,2602,21939,2219,1719,4250,0,4247,2,1,145,2,23790,21277,0,1,0
70,6,243427,194168,0,5,7,46822,34,6775,3,147,8,183742,34082,38114,14492,11948,19812,0,19839,2,1,145,2,18735,17070,0,1,0
71,7,149644,104702,0,6,5,58245,37,6775,5,117,4,100356,61548,56668,43062,34033,54791,0,48004,5,0,142,0,13374,22202,0,1,1
72,6,252824,203444,8,5,8,58058,34,6775,5,194,8,193707,43479,41956,21075,9940,32314,11695,23844,3,2,174,14,26999,23232,657,1,0
73,4,95181,82554,0,5,8,56920,37,5919,1,27,8,81837,42832,3021,3221,0,3157,3085,3154,0,1,1,2,54059,0,0,1,3
74,4,85264,74221,0,5,5,56325,40,6733,1,27,8,72955,32779,978,978,0,978,978,978,0,1,1,2,57291,0,0,1,3
75,4,94478,81936,0,5,5,26707,37,5938,1,27,8,81117,42129,882,882,0,882,882,882,0,1,1,2,57450,0,0,1,3
76,7,166009,114437,0,6,8,29869,40,6775,4,94,4,116112,77913,58017,39784,35924,52312,0,52646,4,0,119,0,9219,15714,0,1,1
77,1,129128,151885,0,5,5,44977,34,6776,9,864,8,140042,10946,69480,17,30,69,0,69,5,4,467,213,15929,10967,14521,1,1
78,7,182782,125970,0,6,7,40906,39,6775,4,94,4,109343,94686,49351,46038,37424,57372,0,53514,4,0,119,0,11254,20176,0,1,1
79,4,74204,64314,0,5,6,29929,34,6073,1,27,8,62047,21592,70,70,0,70,70,70,0,1,1,2,59163,0,0,1,3
80,1,192971,214670,0,5,6,53830,34,6776,9,889,8,197886,3449,52046,20,35,81,0,81,5,4,492,213,29152,24118,15224,1,0
81,6,233813,184758,0,5,5,5963,34,6775,3,147,8,164647,24468,26692,11269,8360,14836,0,14800,2,1,145,2,20861,19828,0,1,0
82,7,177274,122247,0,6,5,7920,37,6775,5,117,4,109501,89178,50861,43431,34413,55687,0,49163,5,0,142,0,16068,24587,0,1,1
83,5,4413,3468,0,6,8,23282,34,1248,0,0,4,3553,4428,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
84,6,213306,164842,0,5,5,45831,34,6775,3,147,8,150829,3961,22316,3716,2345,6320,0,6275,2,1,145,2,23524,21223,0,1,0
85,4,84085,73231,0,5,7,44588,40,5366,1,27,8,71773,31600,437,437,0,437,437,437,0,1,1,2,58163,0,0,1,3
86,4,91084,79033,0,5,8,40582,34,5308,1,27,8,77974,38695,17,17,0,17,17,17,0,1,1,2,59428,0,0,1,3
87,1,195801,217503,0,5,8,36338,40,6776,7,1423,8,201254,7101,47574,12401,9412,16679,217,16543,4,3,464,311,25895,21073,7656,1,0
88,1,194581,216283,0,5,6,55954,34,6776,9,829,8,199903,5881,49086,23,39,91,0,91,5,4,432,213,30153,25195,20924,1,0
89,6,210838,162374,0,5,5,14811,34,6775,3,147,8,149218,1493,21578,1700,1297,3133,0,3130,2,1,145,2,24068,21371,0,1,0
90,6,230132,181317,0,5,6,60088,34,6775,3,147,8,169240,20787,31523,9024,5774,12283,0,12233,2,1,145,2,19930,18935,0,1,0
91,1,127233,149990,0,5,5,40391,34,6776,9,1119,8,137346,9051,64803,1146,1223,3170,0,3167,5,4,722,213,21214,14952,28481,1,1
92,1,113118,135880,0,5,7,52174,34,6775,9,788,8,124409,4661,42855,90,128,271,0,271,5,4,391,213,35586,30248,28651,1,1
93,6,215116,166652,8,5,5,54955,34,6775,5,194,8,153104,5771,23766,18365,14568,26027,6596,25102,3,2,174,14,32062,27324,7222,1,0
94,1,190279,211982,0,5,7,32854,34,6776,9,864,8,195847,760,44601,7491,5878,12594,0,12550,5,4,467,213,33843,28463,27316,1,0
95,6,242010,192849,10,5,7,43216,34,6775,1,97,7,183470,32665,39065,0,0,0,0,0,1,0,121,0,3003,5542,0,1,0
96,5,27806,26156,0,5,8,26500,34,1212,1,27,8,22393,4080,25,25,0,25,25,25,0,1,1,2,59399,0,0,1,3
97,7,147553,102808,0,6,7,21561,39,6775,4,94,4,98035,59457,56596,46950,38234,59114,0,54285,4,0,119,0,9593,17099,0,1,1
98,6,251071,201691,10,5,6,6388,34,6775,1,97,7,179130,41726,34934,0,0,0,0,0,1,0,121,0,3730,5784,0,1,0
99,7,146092,101600,0,6,5,56973,37,6775,5,117,4,99078,57996,57490,42735,33688,53873,0,47855,5,0,142,0,13181,21936,0,1,1
100,5,46508,41997,0,1,13,5,29,849,0,4,10,37305,18148,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3
101,1,128476,151233,0,5,5,43413,34,6776,9,916,8,138288,10294,76033,8084,6596,13961,0,13897,5,4,519,213,9637,6228,20491,1,1
102,1,206771,228473,5,5,7,48554,40,6775,23,3021,8,211400,1354,78068,45530,36956,61802,0,57470,17,6,1928,350,27254,26794,6692,1,0
103,7,173884,119289,0,6,5,6612,37,6775,5,117,4,108411,85788,51577,43543,34535,55969,0,49303,5,0,142,0,15656,24320,0,1,1
104,7,164164,113497,0,6,7,30892,39,6775,4,94,4,103100,76068,53271,46409,37811,58079,0,55063,4,0,119,0,10838,18523,0,1,1
105,4,66419,58352,0,5,8,37544,40,1541,1,27,8,55065,13725,798,798,0,798,798,798,0,1,1,2,57600,0,0,1,3
106,5,15670,14517,0,5,7,50692,34,1913,1,27,8,10704,16271,142,142,0,142,142,142,0,1,1,2,58840,0,0,1,3
107,7,170655,117007,0,6,7,34445,39,6775,4,94,4,105057,82559,51647,45835,37302,56959,0,53017,4,0,119,0,10904,18942,0,1,1
108,5,10906,9959,0,1,10,5,29,1018,0,4,10,7370,11304,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3
109,5,31665,29039,0,5,5,9565,34,6939,4,94,8,25190,2999,4262,4512,0,4495,4351,4471,1,3,41,28,56975,45105,37638,1,3
110,4,98625,85476,0,5,8,48535,39,3107,1,27,8,85103,46313,64,64,0,64,64,64,0,1,1,2,59192,0,0,1,3
111,1,109648,132410,0,5,7,48158,34,6775,9,838,8,121598,1191,56083,793,876,2257,0,2257,5,4,441,213,27723,22543,28255,1,1
112,1,115381,138143,0,5,7,54892,34,6775,9,933,8,126814,7325,71839,78,110,234,0,234,5,4,536,213,13832,9251,28748,1,1
113,1,205024,226679,0,5,7,45243,40,6775,9,1547,8,209632,6750,80689,2,3,7,0,7,5,4,522,321,6711,4148,1233,1,0
114,1,137503,160260,0,5,6,49790,34,6775,4,393,1,147363,8551,75,75,0,75,75,75,2,2,380,19,59424,46967,38673,1,1
115,1,112731,135493,0,5,7,51573,34,6775,9,874,8,124069,4274,63847,2209,2103,5635,0,5595,5,4,477,213,22318,15892,28056,1,1
116,1,133511,156268,0,5,5,50429,34,6776,9,1006,8,144065,3357,70833,214,300,642,0,642,5,4,609,213,14629,9955,28710,1,1
117,3,50720,45993,0,5,10,45428,71,5150,2,59,8,42041,6009,4904,5417,0,5279,5090,5242,1,1,48,5,54450,44566,0,0,2
118,7,164739,113757,0,6,7,31217,39,6775,4,94,4,103271,76643,53252,46374,37790,58007,0,55034,4,0,119,0,10852,18557,0,1,1
119,4,94763,82203,0,5,7,31994,37,1372,1,27,8,81418,42414,4058,4273,0,4215,4131,4212,0,1,1,2,52858,0,0,1,3
120,7,169094,115887,0,6,8,31701,40,6775,4,94,4,116637,80998,57512,39388,35307,51245,0,51523,4,0,119,0,9411,16733,0,1,1
121,1,124208,146965,0,5,5,33813,34,6776,9,1087,8,134646,6006,43020,32573,25056,42218,0,39975,5,4,690,213,35341,29962,14543,1,1
122,4,59273,51745,0,5,6,32061,37,1522,1,27,8,48103,6561,2772,2973,0,2908,2836,2905,0,1,1,2,54321,0,0,1,3
123,3,105392,93263,0,6,5,55880,284,5150,1,45,1,93339,15809,5481,6265,0,5985,5745,5940,0,1,17,8,51435,0,0,0,2
124,1,190140,211818,0,5,7,32611,34,6776,7,824,8,195621,596,18879,10626,7419,13591,82,13548,4,3,493,202,38149,32929,22302,1,0
125,4,73652,63804,0,5,7,24847,34,5976,8,245,3,61551,21040,7585,21568,0,22213,12268,21997,4,4,130,91,47867,39813,32732,1,3
126,7,149955,104979,0,6,8,20836,40,6775,4,94,4,113716,61859,59197,39655,35736,51964,0,52245,4,0,119,0,9050,14875,0,1,1
127,4,86479,75341,0,5,6,56931,40,3092,1,27,8,74118,33995,205,205,0,205,205,205,0,1,1,2,58667,0,0,1,3
128,4,62509,54479,0,5,8,36828,39,2086,1,27,8,51198,9804,59,59,0,59,59,59,0,1,1,2,59218,0,0,1,3
129,5,12789,11842,11,6,7,28686,34,3444,0,0,4,8460,13301,48,48,0,48,48,48,0,0,1,0,0,0,0,1,3
130,1,136955,159712,0,5,6,48459,34,6775,7,837,8,146732,8003,13999,44535,0,45585,20604,43407,4,3,506,202,42134,36667,30208,1,1
131,4,69343,60540,0,5,6,51019,40,1527,1,27,8,57913,16651,759,759,0,759,759,759,0,1,1,2,57652,0,0,1,3
132,5,37513,33668,10,5,5,14627,34,3664,3,69,8,30298,8966,4996,5545,0,5379,5190,5340,1,2,41,14,55543,44482,36643,1,3
133,7,140032,96321,11,6,7,18157,39,6775,4,94,4,96749,51936,57848,47384,37089,59953,10215,55692,4,0,119,0,9224,16179,0,1,1
134,5,41221,36880,0,5,6,43727,37,3243,1,27,8,33660,12610,13173,38508,0,38411,18632,36110,0,1,1,2,37380,0,0,1,3
135,7,148252,103438,0,6,8,19898,40,6775,4,94,4,113518,60156,59631,39583,35629,51752,0,52033,4,0,119,0,9032,14823,0,1,1
136,1,130853,153610,0,5,10,58481,28,4920,4,412,8,141175,548,76247,9284,7213,13725,0,13682,1,3,343,38,2327,18478,419,1,1
137,4,70823,61701,0,5,8,54770,34,1446,1,27,8,59361,18211,33,33,0,33,33,33,0,1,1,2,59367,0,0,1,3
138,1,190450,212147,0,5,7,33376,34,6776,9,1140,8,196009,925,18770,36688,27080,42943,304,40723,5,4,743,213,40404,34901,28895,1,0
139,7,145307,101055,0,6,8,18151,40,6775,4,94,4,113047,57211,59865,39866,36051,52473,0,52806,4,0,119,0,8991,14796,0,1,1
140,3,50365,45638,0,6,10,9946,72,5150,1,600,1,41695,26868,8534,23463,0,24370,13336,24306,0,1,6,286,43668,0,0,0,2
141,1,131489,154246,10,5,5,47694,34,6776,13,2213,8,141656,1185,66187,40397,33200,49221,0,47715,9,4,1463,213,27716,26202,24185,1,1
142,4,77456,66981,0,5,5,55952,37,2965,1,27,8,65208,24883,157,157,0,157,157,157,0,1,1,2,58794,0,0,1,3
143,6,235058,185983,0,5,7,15264,34,6775,3,147,8,181324,25713,37372,11301,8390,14889,0,14858,2,1,145,2,18783,17116,0,1,0
144,6,229965,181150,0,5,6,59978,34,6775,3,147,8,168941,20620,31441,8923,5684,12144,0,12092,2,1,145,2,19941,18943,0,1,0
145,6,217098,168589,0,5,6,15804,34,6775,3,147,8,159369,7753,29109,5786,3566,8596,0,8555,2,1,145,2,20293,19398,0,1,0
146,3,106471,94509,0,6,16,44612,41,5150,1,46,4,94594,18020,16809,0,0,0,0,0,1,0,65,0,10308,17964,0,0,2
147,1,197635,219328,0,5,6,22582,34,6776,9,981,8,202512,8926,75733,25,43,100,0,100,5,4,584,213,9941,6403,16368,1,0
148,7,184526,127175,0,6,7,41856,39,6775,4,94,4,109858,96430,48700,45794,37268,56875,0,53000,4,0,119,0,11271,20305,0,1,1
149,1,208130,229863,0,5,7,51885,40,6775,9,1473,3,212793,3345,91954,24,42,96,0,96,5,4,448,321,1661,1377,1378,1,0
150,4,91642,79530,0,5,7,39874,34,1401,1,27,8,78472,39253,59,59,0,59,59,59,0,1,1,2,59218,0,0,1,3
151,7,168892,115766,0,6,7,33467,39,6775,4,94,4,104449,80796,52328,46162,37599,57631,0,54626,4,0,119,0,10886,18783,0,1,1
152,1,122453,145210,0,5,7,31264,40,6776,7,1521,8,132735,3653,47088,10070,6180,12933,442,12870,4,3,562,311,26532,21859,7921,1,1
153,6,242435,193274,10,5,6,4043,34,6775,1,97,7,176432,33090,34783,0,0,0,0,0,1,0,121,0,3737,5791,0,1,0
154,1,203920,225628,0,5,8,40742,40,6776,9,1731,3,208955,5404,93502,14732,13458,23241,0,22953,5,4,706,321,1409,1238,13300,1,0
155,1,115519,138281,0,5,7,55156,34,6775,9,980,8,126952,7463,71690,25,42,98,0,98,5,4,583,213,13971,9381,14531,1,1
156,6,226304,177657,0,5,6,58099,34,6775,3,147,8,166341,16959,30819,5674,3478,8448,0,8407,2,1,145,2,20023,19162,0,1,0
157,7,149207,104290,0,6,7,22416,39,6775,4,94,4,98466,61111,55587,46993,38317,59204,0,55416,4,0,119,0,9617,17285,0,1,1
158,5,46600,42089,11,6,8,50437,37,2342,0,0,4,37359,18248,105,105,0,105,105,105,0,0,1,0,0,0,0,1,3
159,6,246617,197289,10,5,8,55295,34,6775,1,97,7,190619,37272,40712,0,0,0,0,0,1,0,121,0,2378,3688,0,1,0
160,5,30911,28543,0,5,5,9565,34,1952,2,47,8,25082,2243,5803,6708,0,6350,6087,6305,1,1,41,2,53480,44069,0,1,3
161,7,164021,113399,0,6,5,2738,37,6775,5,117,4,104990,75925,53541,43278,34267,55370,0,49007,5,0,142,0,14406,23192,0,1,1
162,6,211455,162991,0,5,5,16342,34,6775,3,147,8,149592,2110,21847,2051,1580,3894,0,3891,2,1,145,2,23906,21322,0,1,0
163,6,238804,189729,0,5,7,29107,34,6775,3,147,8,182672,29459,38044,14755,12178,20144,0,20186,2,1,145,2,18744,17076,0,1,0
164,6,241836,192675,10,5,7,40731,34,6775,1,97,7,183242,32491,38847,0,0,0,0,0,1,0,121,0,3018,5555,0,1,0
165,7,153897,107938,0,6,7,25177,39,6775,4,94,4,100010,65801,54618,46909,38210,59034,0,54152,4,0,119,0,9884,17338,0,1,1
166,7,159962,111176,0,6,5,1231,37,6775,5,117,4,103677,71866,54167,43204,34204,55180,0,48884,5,0,142,0,14234,23095,0,1,1
167,7,165717,114294,0,6,5,3388,37,6775,5,117,4,105477,77621,53427,43326,34313,55462,0,49121,5,0,142,0,14557,23219,0,1,1
168,7,154983,108650,0,6,7,25717,39,6775,4,94,4,100153,66887,54427,46751,38150,58724,0,55349,4,0,119,0,9900,17442,0,1,1
169,1,206728,228433,0,5,7,48453,40,6775,9,1621,8,211360,1314,82151,34,59,136,0,136,5,4,596,321,5929,3590,2769,1,0
170,7,172986,118654,0,6,7,35656,39,6775,4,94,4,105766,84890,51247,46045,37415,57391,0,53430,4,0,119,0,10923,19217,0,1,1
171,5,25326,23677,0,5,6,11260,34,1212,1,27,8,19914,1453,25,25,0,25,25,25,0,1,1,2,59399,0,0,1,3
172,1,192681,214383,0,5,6,53222,34,6776,9,952,8,197599,3162,62736,76,107,227,0,227,5,4,555,213,23055,16447,28920,1,0
173,4,78612,67888,0,5,6,38128,37,7017,1,27,8,66361,26040,195,195,0,195,195,195,0,1,1,2,58693,0,0,1,3
174,5,8912,7970,11,6,5,27076,34,2392,0,0,4,6215,9181,7,7,0,7,7,7,0,0,1,0,0,0,0,1,3
175,5,9285,8338,11,6,8,23279,34,2789,0,0,4,6431,9575,35,35,0,35,35,35,0,0,1,0,0,0,0,1,3
176,5,29981,27755,0,5,6,14179,34,2496,1,27,8,23920,1304,1018,1018,0,1018,1018,1018,0,1,1,2,57231,0,0,1,3
177,6,237611,188536,10,5,6,2566,34,6775,1,97,7,174501,28266,34253,0,0,0,0,0,1,0,121,0,3779,5813,0,1,0
178,5,48027,43491,0,5,8,22633,34,4593,1,34,8,38294,19764,81,81,0,81,81,81,0,1,8,2,59109,0,0,1,3
179,1,122009,144766,0,5,7,28724,34,6776,7,789,8,132099,3209,20168,32586,21381,37978,102,35668,4,3,458,202,37299,32088,23152,1,1
180,6,251919,202539,0,5,8,57733,34,6775,3,147,8,191660,42574,40345,13720,11111,18594,0,18592,2,1,145,2,15596,14342,0,1,0
181,5,13216,12269,0,6,6,20687,34,6358,0,0,4,8708,13755,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
182,1,117879,140641,0,5,7,20386,34,6775,9,957,8,129246,9973,76919,22,38,87,0,87,5,4,560,213,8907,5519,14599,1,1
183,7,165176,114036,0,6,5,3199,37,6775,5,117,4,105325,77080,53437,43510,34493,55883,0,49118,5,0,142,0,14555,23210,0,1,1
184,5,42501,38001,0,1,13,5,31,226,0,4,10,34902,13900,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3
185,4,58437,51079,0,5,7,54932,37,1228,1,27,8,47290,5725,3741,3941,0,3877,3805,3874,0,1,1,2,53248,0,0,1,3
186,6,228182,179435,8,5,6,59119,34,6775,5,194,8,170000,18837,33765,16520,11266,22383,9757,21388,3,2,174,14,31057,26514,6225,1,0
187,5,48682,44129,0,5,8,39636,34,1610,1,34,8,38919,20400,7,7,0,7,7,7,0,1,8,2,59442,0,0,1,3
188,5,39658,35566,0,5,8,52404,37,1814,1,27,8,32105,11045,780,780,0,780,780,780,0,1,1,2,57623,0,0,1,3
189,3,107688,232195,0,6,11,48462,233,5170,0,41,4,215067,238,0,0,0,0,0,0,0,0,58,0,0,0,0,0,2
190,1,114427,137189,0,5,7,53497,34,6775,9,1073,8,125330,6371,68803,73,103,219,0,219,5,4,676,213,16579,11504,28745,1,1
191,7,140764,96973,0,6,6,39826,34,6775,23,788,4,118777,52668,60908,48378,26437,62288,21004,56552,23,0,1031,0,36802,35659,0,1,1
192,6,227315,178610,0,5,5,2216,34,6775,3,147,8,158580,17970,25506,7764,5032,11124,0,11078,2,1,145,2,21114,20004,0,1,0
193,4,84013,73162,0,5,7,44588,40,1226,1,27,8,71706,31528,886,886,0,886,886,886,0,1,1,2,57445,0,0,1,3
